"","word","ar_orf","es_orf","mx_orf","aes_orf","ar_ord","es_ord","mx_ord","aes_ord"
"383","acentuó",0.12,0,0,0.04,0.08,0,0,0.02
"384","acepta",1.32,2.2,2.52,2.01,0.7,1.09,1.26,1.02
"385","aceptá",0.12,0,0,0.04,0.08,0,0,0.02
"386","aceptable",0.24,0.19,0.66,0.34,0.16,0.11,0.34,0.19
"387","aceptación",0.36,0.1,0,0.15,0.08,0.05,0,0.05
"388","aceptada",0.12,0,0.53,0.19,0.08,0,0.34,0.12
"389","aceptadas",0.24,0,0.13,0.11,0.16,0,0.08,0.07
"390","aceptado",0.96,1.15,1.33,1.14,0.55,0.55,0.76,0.6
"391","aceptamos",0.36,0.29,0.66,0.42,0.23,0.11,0.42,0.23
"392","aceptan",0.48,0.86,0.8,0.72,0.31,0.38,0.42,0.37
"393","aceptando",0.36,0.19,0,0.19,0.23,0.11,0,0.12
"394","aceptar",5.15,3.64,3.45,4.06,2.27,1.31,1.93,1.77
"395","aceptará",0.24,0.19,0.13,0.19,0.16,0.11,0.08,0.12
"396","aceptaras",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"397","aceptaría",0.24,0.38,0.53,0.38,0.16,0.22,0.34,0.23
"398","aceptarlo",0.48,0.29,0.66,0.46,0.31,0.11,0.42,0.26
"399","aceptarlos",0.12,0,0,0.04,0.08,0,0,0.02
"400","aceptarme",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"401","aceptaron",0.36,0,0.66,0.3,0.23,0,0.42,0.19
"402","aceptas",0.24,0.77,1.33,0.76,0.16,0.38,0.67,0.4
"403","aceptás",0.24,0.1,0,0.11,0.16,0.05,0,0.07
"404","aceptaste",0.12,0.19,0.27,0.19,0.08,0.11,0.17,0.12
"405","acepten",0.24,0.1,0.4,0.23,0.16,0.05,0.17,0.12
"406","aceptés",0.12,0,0,0.04,0.08,0,0,0.02
"407","aceptó",3.11,2.87,3.85,3.23,1.56,0.93,2.02,1.42
"408","acera",0.24,0.77,0,0.38,0.08,0.33,0,0.16
"409","acerca",3.71,5.64,7.18,5.47,1.56,2.08,2.69,2.09
"410","acercaba",0.24,0.19,0.13,0.19,0.16,0.11,0.08,0.12
"411","acercado",0.12,0.19,0,0.11,0.08,0.11,0,0.07
"412","acercamos",0.6,0.77,0.13,0.53,0.39,0.44,0.08,0.33
"413","acercan",1.08,0.19,0.93,0.68,0.55,0.05,0.42,0.3
"414","acercando",0.6,0.57,0.53,0.57,0.31,0.27,0.17,0.26
"415","acercándome",0.12,0,0,0.04,0.08,0,0,0.02
"416","acercándose",0.36,0.57,0.13,0.38,0.16,0.22,0.08,0.16
"417","acercar",0.48,0.19,0.8,0.46,0.31,0.11,0.42,0.26
"418","acercaría",0.12,0,0,0.04,0.08,0,0,0.02
"419","acercarme",0.24,0.29,0,0.19,0.16,0.16,0,0.12
"420","acercarnos",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"421","acercaron",0.36,0.1,0,0.15,0.23,0.05,0,0.09
"422","acercarse",1.08,0.96,0.8,0.95,0.7,0.49,0.42,0.53
"423","acercarte",0.12,0.29,0,0.15,0.08,0.16,0,0.09
"424","acercas",0.24,0.29,0.27,0.27,0.16,0.16,0.08,0.14
"425","acercás",0.12,0,0,0.04,0.08,0,0,0.02
"426","acércate",1.8,3.25,2.66,2.62,1.02,1.37,1.26,1.23
"427","acercó",1.91,0.67,1.73,1.37,1.02,0.38,0.92,0.72
"428","acerías",0.12,0,0,0.04,0.08,0,0,0.02
"429","acero",1.2,1.82,0.66,1.29,0.55,0.77,0.34,0.58
"430","acerqué",0.6,1.05,1.73,1.1,0.39,0.6,1.01,0.65
"431","acerquéis",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"432","acerquémonos",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"433","acerquen",0.36,0.77,0.4,0.53,0.23,0.44,0.25,0.33
"434","acérquense",0.72,0.38,1.33,0.76,0.23,0.16,0.67,0.33
"435","acerques",0.72,2.68,1.2,1.63,0.39,0.87,0.67,0.67
"436","acérquese",0.12,0.48,3.32,1.18,0.08,0.22,1.09,0.42
"437","acertadas",0.12,0,0,0.04,0.08,0,0,0.02
"438","acerté",0.36,0.19,0,0.19,0.16,0.11,0,0.09
"439","acertijo",0.96,0.29,0,0.42,0.16,0.05,0,0.07
"440","acertó",0.84,0,0.27,0.34,0.31,0,0.17,0.14
"441","acetileno",0.12,0,0,0.04,0.08,0,0,0.02
"442","acetona",0.48,0,0,0.15,0.08,0,0,0.02
"443","ach",0.24,0.1,0,0.11,0.08,0.05,0,0.05
"444","achaca",0.24,0.1,0,0.11,0.08,0.05,0,0.05
"445","achancha",0.12,0,0,0.04,0.08,0,0,0.02
"446","achatada",0.12,0,0,0.04,0.08,0,0,0.02
"447","achica",0.12,0,0,0.04,0.08,0,0,0.02
"448","achican",0.24,0,0,0.08,0.16,0,0,0.05
"449","achicando",0.6,0,0,0.19,0.23,0,0,0.07
"450","achicar",0.24,0,0,0.08,0.08,0,0,0.02
"451","achicharrándose",0.12,0,0,0.04,0.08,0,0,0.02
"452","achico",0.12,0,0,0.04,0.08,0,0,0.02
"453","achicó",0.48,0,0,0.15,0.23,0,0,0.07
"454","achicoria",1.8,0,0,0.57,0.16,0,0,0.05
"455","achique",0.12,0,0,0.04,0.08,0,0,0.02
"456","achiqué",0.12,0,0,0.04,0.08,0,0,0.02
"457","achiqués",0.12,0,0,0.04,0.08,0,0,0.02
"458","achispado",0.12,0,0,0.04,0.08,0,0,0.02
"459","achuraste",0.12,0,0,0.04,0.08,0,0,0.02
"460","aciago",0.24,0,0,0.08,0.16,0,0,0.05
"461","acidez",0.48,0.19,0,0.23,0.31,0.11,0,0.14
"462","ácido",1.8,0.86,0.8,1.14,0.47,0.44,0.34,0.42
"463","acierta",0.12,0.19,0.13,0.15,0.08,0.11,0.08,0.09
"464","acierten",0.12,0,0,0.04,0.08,0,0,0.02
"465","acierto",0.24,0.1,0.13,0.15,0.16,0.05,0.08,0.09
"466","aciertos",0.24,0,0,0.08,0.16,0,0,0.05
"467","aclara",0.36,0.19,0.13,0.23,0.23,0.11,0.08,0.14
"468","aclará",0.12,0,0,0.04,0.08,0,0,0.02
"469","aclarado",0.36,0.29,0.27,0.3,0.23,0.16,0.17,0.19
"470","aclarar",2.03,0.77,1.99,1.52,1.02,0.44,1.01,0.77
"471","aclarará",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"472","aclararlas",0.12,0,0,0.04,0.08,0,0,0.02
"473","aclararte",0.12,0.1,0.27,0.15,0.08,0.05,0.08,0.07
"474","aclare",0.24,0.1,0.27,0.19,0.16,0.05,0.17,0.12
"475","aclaré",0.24,0,0,0.08,0.16,0,0,0.05
"476","aclaremos",0.12,0.29,0.13,0.19,0.08,0.16,0.08,0.12
"477","aclaren",0.12,0,0,0.04,0.08,0,0,0.02
"478","aclares",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"479","aclaró",0.72,0.48,0.13,0.46,0.47,0.27,0.08,0.28
"480","acobardado",0.24,0,0,0.08,0.08,0,0,0.02
"481","acobardarte",0.12,0,0,0.04,0.08,0,0,0.02
"482","acodado",0.12,0,0,0.04,0.08,0,0,0.02
"483","acoge",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"484","acogedor",0.12,0.19,0.13,0.15,0.08,0.11,0.08,0.09
"485","acogerlo",0.12,0,0,0.04,0.08,0,0,0.02
"486","acolchado",0.12,0,0,0.04,0.08,0,0,0.02
"487","acólitos",0.24,0,0.13,0.11,0.08,0,0.08,0.05
"488","acomerse",0.12,0,0,0.04,0.08,0,0,0.02
"489","acomoda",0.48,0,0.27,0.23,0.16,0,0.17,0.09
"490","acomodá",0.24,0,0,0.08,0.16,0,0,0.05
"491","acomodado",0.12,0.29,0,0.15,0.08,0.16,0,0.09
"492","acomodados",0.12,0.19,0,0.11,0.08,0.05,0,0.05
"493","acomódalos",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"494","acomodando",0.48,0,0.13,0.19,0.31,0,0.08,0.12
"495","acomodándose",0.12,0,0,0.04,0.08,0,0,0.02
"496","acomodar",0.36,0,0.53,0.27,0.16,0,0.34,0.14
"497","acomodaste",0.12,0,0,0.04,0.08,0,0,0.02
"498","acomodáte",0.12,0,0,0.04,0.08,0,0,0.02
"499","acomódate",0.12,0,0,0.04,0.08,0,0,0.02
"500","acomodé",0.12,0,0,0.04,0.08,0,0,0.02
"501","acomodes",0.12,0,0,0.04,0.08,0,0,0.02
"502","acomodo",0.48,0.1,0.53,0.34,0.31,0.05,0.34,0.21
"503","acomodó",0.12,0,0,0.04,0.08,0,0,0.02
"504","acompaña",2.03,2.39,1.99,2.16,1.25,1.15,0.92,1.12
"505","acompañá",0.24,0,0,0.08,0.08,0,0,0.02
"506","acompañaba",0.48,0.67,0.27,0.49,0.31,0.38,0.17,0.3
"507","acompañaban",0.12,0,0,0.04,0.08,0,0,0.02
"508","acompañada",0.6,0.29,0.4,0.42,0.39,0.16,0.25,0.26
"509","acompañadas",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"510","acompañado",1.2,0.48,0.93,0.84,0.7,0.27,0.59,0.49
"511","acompañados",0.36,0.1,0,0.15,0.23,0.05,0,0.09
"512","acompáñalo",0.36,0,0,0.11,0.23,0,0,0.07
"513","acompañáme",0.24,0,0,0.08,0.16,0,0,0.05
"514","acompáñame",1.2,0.77,1.06,0.99,0.7,0.38,0.67,0.56
"515","acompañamiento",0.48,0,0.4,0.27,0.31,0,0.25,0.16
"516","acompañamos",0.12,0.29,0.27,0.23,0.08,0.16,0.17,0.14
"517","acompañan",0.36,0.19,0.53,0.34,0.16,0.11,0.34,0.19
"518","acompañando",0.72,0.1,0,0.27,0.39,0.05,0,0.14
"519","acompañante",0.24,0.1,1.59,0.57,0.16,0.05,0.08,0.09
"520","acompañantes",0.12,0,0.27,0.11,0.08,0,0.17,0.07
"521","acompañao",0.12,0,0,0.04,0.08,0,0,0.02
"522","acompañar",3.47,1.82,1.46,2.24,1.95,0.87,0.76,1.16
"523","acompañará",0.36,0.48,0.27,0.38,0.23,0.27,0.17,0.23
"524","acompañaré",0.36,0.57,0.93,0.61,0.16,0.33,0.5,0.33
"525","acompañarla",0.48,0.1,0.4,0.3,0.31,0.05,0.25,0.19
"526","acompañarlos",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"527","acompañarme",0.48,1.34,0.4,0.8,0.31,0.71,0.25,0.47
"528","acompañarnos",0.12,0.19,0.53,0.27,0.08,0.11,0.34,0.16
"529","acompañaron",0.12,0.19,0,0.11,0.08,0.11,0,0.07
"530","acompañarte",0.24,0.96,0.8,0.68,0.08,0.55,0.42,0.37
"531","acompañas",0.12,1.63,0.93,0.95,0.08,0.82,0.42,0.49
"532","acompañás",0.72,0,0,0.23,0.39,0,0,0.12
"533","acompañe",3.11,2.49,4.39,3.23,1.64,1.26,2.1,1.6
"534","acompañé",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"535","acompáñela",0.12,0,0,0.04,0.08,0,0,0.02
"536","acompáñelo",0.24,0,0.27,0.15,0.16,0,0.17,0.09
"537","acompáñeme",1.44,0.67,0.8,0.95,0.78,0.33,0.42,0.49
"538","acompañemos",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"539","acompañen",0.12,0.29,0,0.15,0.08,0.16,0,0.09
"540","acompáñenme",0.48,0.1,0.8,0.42,0.31,0.05,0.42,0.23
"541","acompáñennos",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"542","acompañes",0.6,0,0.27,0.27,0.31,0,0.17,0.14
"543","acompañó",5.86,3.83,2.92,4.22,2.73,1.64,1.68,1.98
"544","acompasada",0.24,0,0,0.08,0.16,0,0,0.05
"545","acomplejada",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"546","aconcagua",0.12,0,0,0.04,0.08,0,0,0.02
"547","acondicionado",1.32,0.48,0,0.61,0.62,0.22,0,0.28
"548","acondicionamiento",0.12,0,0,0.04,0.08,0,0,0.02
"549","aconseja",0.12,0,0.8,0.27,0.08,0,0.5,0.16
"550","aconséjala",0.12,0,0,0.04,0.08,0,0,0.02
"551","aconsejamos",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"552","aconsejaría",0.24,0.1,0.27,0.19,0.16,0.05,0.17,0.12
"553","aconsejé",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"554","aconsejes",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"555","aconsejo",0.12,0.19,0,0.11,0.08,0.11,0,0.07
"556","aconsejó",0.96,0.48,1.06,0.8,0.47,0.27,0.67,0.44
"557","aconsejolo",0.12,0,0,0.04,0.08,0,0,0.02
"558","acontecer",0.12,0.29,0,0.15,0.08,0.16,0,0.09
"559","acontecido",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"560","aconteciendo",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"561","acontecimiento",0.84,0.38,0.4,0.53,0.39,0.11,0.25,0.23
"562","acontecimientos",0.72,0.48,1.06,0.72,0.39,0.16,0.67,0.37
"563","acontezca",0.12,0,0,0.04,0.08,0,0,0.02
"564","acoplado",0.72,0,0,0.23,0.08,0,0,0.02
"565","acoplados",0.12,0,0,0.04,0.08,0,0,0.02
"566","acorazaron",0.12,0,0,0.04,0.08,0,0,0.02
"567","acordaba",1.91,1.44,0.8,1.41,1.02,0.49,0.5,0.65
"568","acordabas",0.6,0.29,0,0.3,0.39,0.05,0,0.14
"569","acordada",0.12,0,0.27,0.11,0.08,0,0.08,0.05
"570","acordado",0.84,1.05,0.13,0.72,0.47,0.6,0.08,0.42
"571","acordame",0.12,0,0,0.04,0.08,0,0,0.02
"572","acordamos",0.36,0.67,0.66,0.57,0.16,0.38,0.42,0.33
"573","acordando",0.48,0.29,0.4,0.38,0.31,0.16,0.17,0.21
"574","acordaos",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"575","acordar",3.83,1.82,1.46,2.35,2.19,0.77,0.84,1.21
"576","acordará",0.12,0.48,0.13,0.27,0.08,0.22,0.08,0.14
"577","acordarás",0.72,0.86,0,0.57,0.47,0.49,0,0.35
"578","acordaría",0.24,0.19,0.13,0.19,0.16,0.11,0.08,0.12
"579","acordarías",0.12,0,0,0.04,0.08,0,0,0.02
"580","acordarme",0.48,0.29,0.66,0.46,0.31,0.16,0.34,0.26
"581","acordaron",0.36,0.1,0.13,0.19,0.16,0.05,0.08,0.09
"582","acordarse",0.48,0.1,0,0.19,0.31,0.05,0,0.12
"583","acordarsede",0.12,0,0,0.04,0.08,0,0,0.02
"584","acordarte",0.12,0.19,0,0.11,0.08,0.11,0,0.07
"585","acordás",21.54,0,0,6.84,4.61,0,0,1.37
"586","acordaste",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"587","acordate",2.63,0,0,0.84,1.25,0,0,0.37
"588","acordáte",0.48,0,0,0.15,0.23,0,0,0.07
"589","acorde",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"590","acordé",1.91,0.77,0.93,1.18,1.09,0.38,0.59,0.65
"591","acordeón",0.6,0.1,0,0.23,0.16,0.05,0,0.07
"592","acordeona",0.12,0,0,0.04,0.08,0,0,0.02
"593","acordeonero",0.36,0,0,0.11,0.08,0,0,0.02
"594","acordeonistas",0.12,0,0,0.04,0.08,0,0,0.02
"595","acordes",0.24,0.29,0,0.19,0.08,0.11,0,0.07
"596","acordó",0.48,0.19,0.4,0.34,0.16,0.11,0.25,0.16
"597","acordonado",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"598","acordonen",0.12,0,0,0.04,0.08,0,0,0.02
"599","acorrala",0.12,0,0,0.04,0.08,0,0,0.02
"600","acorralado",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"601","acorrer",0.12,0,0,0.04,0.08,0,0,0.02
"602","acosado",0.12,0.1,0.4,0.19,0.08,0.05,0.17,0.09
"603","acosarlo",0.12,0,0,0.04,0.08,0,0,0.02
"604","acoso",0.36,0.67,0.13,0.42,0.23,0.33,0.08,0.23
"605","acosta",0.48,0,0,0.15,0.16,0,0,0.05
"606","acostaba",0.36,0,0.53,0.27,0.16,0,0.25,0.12
"607","acostada",0.12,0.38,0.13,0.23,0.08,0.16,0.08,0.12
"608","acostado",0.24,1.44,1.2,0.99,0.16,0.6,0.59,0.47
"609","acostados",0.12,0.19,0,0.11,0.08,0.11,0,0.07
"610","acostamos",0.36,0.19,0.27,0.27,0.23,0.11,0.17,0.16
"611","acostando",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"612","acostar",1.2,1.34,3.45,1.9,0.62,0.55,1.51,0.84
"613","acostarás",0.12,0,0,0.04,0.08,0,0,0.02
"614","acostarías",0.12,0,0,0.04,0.08,0,0,0.02
"615","acostarme",0.48,0.77,0.8,0.68,0.31,0.44,0.42,0.4
"616","acostaron",0.12,0,0,0.04,0.08,0,0,0.02
"617","acostarse",0.6,0.67,1.2,0.8,0.31,0.33,0.59,0.4
"618","acostarte",0.72,0.19,0.8,0.53,0.39,0.11,0.5,0.3
"619","acostaste",0.24,0.1,0.4,0.23,0.16,0.05,0.25,0.14
"620","acostate",1.32,0,0,0.42,0.31,0,0,0.09
"621","acosté",0.96,0.38,0.4,0.57,0.47,0.22,0.25,0.3
"622","acostó",0.48,0.57,0.4,0.49,0.31,0.27,0.25,0.28
"623","acostumbra",0.36,0.48,0.4,0.42,0.23,0.22,0.25,0.23
"624","acostumbraba",0.24,0.1,0,0.11,0.16,0.05,0,0.07
"625","acostumbrada",0.84,1.34,1.2,1.14,0.47,0.66,0.59,0.58
"626","acostumbrado",1.56,1.72,1.99,1.75,0.94,0.98,0.84,0.93
"627","acostumbrados",0.6,0.86,1.06,0.84,0.31,0.44,0.67,0.47
"628","acostumbramos",0.12,0.19,0.13,0.15,0.08,0.11,0.08,0.09
"629","acostumbrando",0.6,0.48,0.8,0.61,0.39,0.22,0.42,0.33
"630","acostumbrar",0.24,0.29,0.13,0.23,0.16,0.16,0.08,0.14
"631","acostumbrarme",0.12,0.38,0.27,0.27,0.08,0.22,0.17,0.16
"632","acostumbrarnos",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"633","acostumbrarse",0.48,0.48,0.4,0.46,0.31,0.22,0.17,0.23
"634","acostumbrás",0.12,0,0,0.04,0.08,0,0,0.02
"635","acostúmbrate",0.12,0.19,0,0.11,0.08,0.11,0,0.07
"636","acostumbre",0.12,0.19,0.4,0.23,0.08,0.11,0.25,0.14
"637","acostumbré",0.36,0,0.27,0.19,0.23,0,0.17,0.12
"638","acostumbremos",0.12,0,0,0.04,0.08,0,0,0.02
"639","acostumbren",0.24,0.1,0,0.11,0.16,0.05,0,0.07
"640","acostumbro",0.72,0.38,0.53,0.53,0.39,0.22,0.34,0.3
"641","acostumbró",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"642","acotar",0.12,0,0,0.04,0.08,0,0,0.02
"643","acredite",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"644","acrediten",0.12,0,0,0.04,0.08,0,0,0.02
"645","acreditó",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"646","acreedor",0.12,0.29,0,0.15,0.08,0.11,0,0.07
"647","acreedores",0.84,0.19,0.27,0.42,0.23,0.11,0.17,0.16
"648","acreencias",0.12,0,0,0.04,0.08,0,0,0.02
"649","acribillado",0.12,0,0,0.04,0.08,0,0,0.02
"650","acsurdamente",0.12,0,0,0.04,0.08,0,0,0.02
"651","act",0.12,0.19,0,0.11,0.08,0.11,0,0.07
"652","acta",1.08,0.19,1.73,0.91,0.31,0.11,0.67,0.33
"653","actas",0.24,0.1,0.53,0.27,0.16,0.05,0.34,0.16
"654","actemin",0.36,0,0,0.11,0.08,0,0,0.02
"655","actinio",0.84,0,0,0.27,0.08,0,0,0.02
"656","actitud",2.03,2.39,2.39,2.28,1.02,1.15,1.34,1.16
"657","actitudes",0.12,0.38,0.4,0.3,0.08,0.11,0.25,0.14
"658","activa",0.96,0.29,0.13,0.46,0.47,0.16,0.08,0.23
"659","activación",0.12,0,0,0.04,0.08,0,0,0.02
"660","activado",0.12,0.29,0.13,0.19,0.08,0.16,0.08,0.12
"661","activamente",0.12,0,0,0.04,0.08,0,0,0.02
"662","activan",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"663","activar",0.12,0.19,0.13,0.15,0.08,0.05,0.08,0.07
"664","activarse",0.12,0,0,0.04,0.08,0,0,0.02
"665","actividad",2.27,0.57,1.2,1.29,0.86,0.33,0.76,0.6
"666","actividades",1.8,0.57,0.93,1.06,0.78,0.22,0.5,0.47
"667","activistas",0.12,0,0,0.04,0.08,0,0,0.02
"668","activo",0.24,0.67,1.2,0.68,0.16,0.27,0.5,0.3
"669","activos",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"670","acto",5.51,3.16,2.79,3.8,2.34,1.31,1.09,1.56
"671","actor",5.27,1.82,6.51,4.25,0.94,0.27,0.92,0.65
"672","actoral",0.12,0,0,0.04,0.08,0,0,0.02
"673","actores",2.39,0.77,2.13,1.67,0.86,0.27,0.42,0.49
"674","actorzuelo",0.12,0,0,0.04,0.08,0,0,0.02
"675","actos",0.96,2.01,1.33,1.48,0.47,0.98,0.84,0.79
"676","actrices",0.12,0.19,0.53,0.27,0.08,0.11,0.17,0.12
"677","actriz",2.75,3.06,4.25,3.3,0.86,0.6,0.59,0.67
"678","actuá",0.12,0,0,0.04,0.08,0,0,0.02
"679","actúa",0.48,1.63,0.66,0.99,0.31,0.77,0.25,0.49
"680","actuaba",0.24,0.29,0.53,0.34,0.16,0.16,0.34,0.21
"681","actuación",1.56,1.15,1.46,1.37,0.55,0.55,0.59,0.56
"682","actuaciones",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"683","actual",1.91,2.3,0.93,1.78,0.86,0.77,0.42,0.7
"684","actuales",0.36,0.38,0.13,0.3,0.16,0.22,0.08,0.16
"685","actualidad",0.6,0.48,0.27,0.46,0.39,0.22,0.17,0.26
"686","actualiza",0.12,0,0,0.04,0.08,0,0,0.02
"687","actualización",0.24,0.1,0,0.11,0.08,0.05,0,0.05
"688","actualizado",0.12,0,0,0.04,0.08,0,0,0.02
"689","actualizar",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"690","actualmente",1.08,0.57,0.53,0.72,0.55,0.33,0.25,0.37
"691","actuamos",0.12,0.57,0.27,0.34,0.08,0.33,0.17,0.21
"692","actúan",0.36,0.29,0,0.23,0.16,0.16,0,0.12
"693","actuando",0.6,0.19,0.93,0.53,0.39,0.11,0.5,0.3
"694","actuar",2.03,3.64,2.79,2.89,1.02,1.37,1.26,1.23
"695","actuaron",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"696","actué",0.12,0.19,0.27,0.19,0.08,0.11,0.17,0.12
"697","actúe",0.12,0.48,0,0.23,0.08,0.22,0,0.12
"698","actúen",0.24,0.1,0,0.11,0.16,0.05,0,0.07
"699","actuó",0.36,0.1,3.06,1.03,0.16,0.05,0.34,0.16
"700","actúo",0.24,0.29,0.13,0.23,0.16,0.16,0.08,0.14
"701","acualquier",0.12,0,0,0.04,0.08,0,0,0.02
"702","acuariano",0.12,0,0,0.04,0.08,0,0,0.02
"703","acuchillara",0.12,0,0,0.04,0.08,0,0,0.02
"704","acuda",0.12,0.38,0,0.19,0.08,0.22,0,0.12
"705","acude",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"706","acudíamos",0.12,0,0,0.04,0.08,0,0,0.02
"707","acudían",0.12,0,0,0.04,0.08,0,0,0.02
"708","acudid",0.12,0.19,0,0.11,0.08,0.11,0,0.07
"709","acudió",0.24,0.38,0.4,0.34,0.16,0.22,0.17,0.19
"710","acudir",0.12,0.48,0.4,0.34,0.08,0.27,0.25,0.21
"711","acudirán",0.12,0,0,0.04,0.08,0,0,0.02
"712","acuerda",4.67,3.54,4.92,4.29,1.95,1.53,2.1,1.81
"713","acuerdan",1.68,0.19,0.53,0.76,0.94,0.11,0.34,0.42
"714","acuerdas",1.8,13.11,7.97,8.05,0.94,3.61,2.69,2.56
"715","acuérdate",0.12,1.82,3.06,1.63,0.08,0.87,1.51,0.81
"716","acuerde",0.84,0.19,2.26,0.99,0.47,0.11,1.18,0.51
"717","acuerden",0.48,0.1,0.13,0.23,0.23,0.05,0.08,0.12
"718","acuérdense",0.36,0.19,0.4,0.3,0.23,0.11,0.25,0.19
"719","acuerdes",0.48,0.29,0.66,0.46,0.31,0.16,0.34,0.26
"720","acuérdese",0.12,0.1,1.59,0.53,0.08,0.05,0.76,0.26
"721","acuerdo",33.27,47.16,33.88,38.96,7.42,7.54,6.72,7.28
"722","acuerdos",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"723","acuesta",0.24,0.48,0.66,0.46,0.16,0.27,0.42,0.28
"724","acuestan",0.12,0.29,0.13,0.19,0.08,0.11,0.08,0.09
"725","acuéstate",0.12,0.96,0.8,0.65,0.08,0.44,0.5,0.35
"726","acueste",0.24,0.19,0.4,0.27,0.16,0.11,0.25,0.16
"727","acuéstese",0.12,0.19,0.53,0.27,0.08,0.11,0.25,0.14
"728","acuesto",0.12,0.19,0.27,0.19,0.08,0.11,0.17,0.12
"729","acúfenos",0.12,0,0,0.04,0.08,0,0,0.02
"730","acumulada",0.12,0.19,0,0.11,0.08,0.11,0,0.07
"731","acumulamos",0.12,0,0,0.04,0.08,0,0,0.02
"732","acumulan",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"733","acumulando",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"734","acumular",0.12,0,0,0.04,0.08,0,0,0.02
"735","acumuló",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"736","acuña",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"737","acunó",0.12,0,0,0.04,0.08,0,0,0.02
"738","acurre",0.12,0,0,0.04,0.08,0,0,0.02
"739","acurrucados",0.12,0,0,0.04,0.08,0,0,0.02
"740","acusa",0.12,0.86,1.99,0.95,0.08,0.44,0.76,0.42
"741","acusaba",0.24,0.1,0,0.11,0.16,0.05,0,0.07
"742","acusaban",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"743","acusación",0.36,0.38,1.33,0.65,0.23,0.22,0.5,0.3
"744","acusado",0.48,1.34,9.97,3.53,0.31,0.49,1.34,0.67
"745","acusador",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"746","acusados",0.12,0.1,0.8,0.3,0.08,0.05,0.34,0.14
"747","acusan",0.24,0.19,0.8,0.38,0.16,0.11,0.5,0.23
"748","acusando",0.36,0.1,0.4,0.27,0.23,0.05,0.25,0.16
"749","acusándolo",0.24,0,0,0.08,0.16,0,0,0.05
"750","acusar",0.12,0.67,0.8,0.53,0.08,0.38,0.5,0.33
"751","acusas",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"752","acusás",0.12,0,0,0.04,0.08,0,0,0.02
"753","acusen",0.12,0,0,0.04,0.08,0,0,0.02
"754","acusó",0.24,1.24,1.59,1.03,0.16,0.27,0.67,0.35
"755","acústica",0.12,0,0,0.04,0.08,0,0,0.02
"756","ad",0.24,2.01,0.27,0.95,0.16,0.33,0.17,0.23
"757","ada",8.5,0.19,0,2.77,0.16,0.05,0,0.07
"758","adalberto",2.63,0,0,0.84,0.08,0,0,0.02
"759","adán",0.12,2.01,1.99,1.41,0.08,0.27,0.25,0.21
"760","adapta",0.12,0,0,0.04,0.08,0,0,0.02
"761","adaptá",0.24,0,0,0.08,0.08,0,0,0.02
"762","adaptación",0.24,0.1,0.27,0.19,0.16,0.05,0.17,0.12
"763","adaptada",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"764","adaptado",0.36,0,0,0.11,0.23,0,0,0.07
